canonical_name,entity_name,similarity_score,count,group_id
National Servicemen's Association of Australia,Penrith Sub-Branch of National Servicemen's Association of Australia,80.70175438596492,1,1880
National Gallery of Australia,National Gallery of Australia,100.0,2,1882
National Gallery of Australia,National Library of Australia,86.20689655172413,1,1882
National Folk Festival,National Folk Festival,100.0,2,1884
National Folk Festival,National Folk Festival organisers,80.0,1,1884
National Bank (NAB),National Bank (NAB),100.0,2,1886
National Bank (NAB),National Bank,81.25,1,1886
National Assembly of Vietnam,National Assembly of Vietnam,100.0,2,1888
National Assembly of Vietnam,National Assembly of Turkey,80.0,1,1888
NSW AHA,NSW AHA,100.0,2,1890
NSW AHA,AHA NSW,100.0,1,1890
NRL & ARL,NRL & ARL,100.0,2,1892
NRL & ARL,ARL & NRL,100.0,1,1892
NRL & ARL,NFL & ARL,88.88888888888889,1,1893
NORTHERN STAR RESOURCES,NORTHERN STAR RESOURCES,100.0,2,1895
NORTHERN STAR RESOURCES,NORTH STAR RESOURCES,93.02325581395348,1,1895
NORTHERN STAR RESOURCES,NORTHERNSTAR RESOURCES,80.0,1,1896
N. Swanson Family Trust,N. Swanson Family Trust,100.0,2,1898
N. Swanson Family Trust,N.Swanson Family Trust,97.77777777777777,1,1898
Murrumbeena / East Malvern Community Financial Services Limited,Murrumbeena / East Malvern Community Financial Services Limited,100.0,2,1900
Murrumbeena / East Malvern Community Financial Services Limited,East Malvern Community Financial Services Limited,87.5,1,1900
Murrumbeena / East Malvern Community Financial Services Limited,Murrumbeena Community Financial Services Limited,86.48648648648648,1,1901
Ms Yulin Zhu,Ms Yulin Zhu,100.0,2,1903
Ms Yulin Zhu,Ms Yilin Zhu,91.66666666666666,2,1903
Mr Andrew Forrest,Mr Andrew Forrest,100.0,2,1905
Mr Andrew Forrest,Andrew Forrest,90.32258064516128,1,1905
Mooloolaba Surf Lifesaving Club,Mooloolaba Surf Lifesaving Club,100.0,2,1907
Mooloolaba Surf Lifesaving Club,Maroubra Surf Lifesaving Club,83.33333333333334,1,1907
Monteray Mining,Monteray Mining,100.0,2,1909
Monteray Mining,Monteray Mining Group,83.33333333333334,1,1909
Michael Cassel Group,Michael Cassel Group,100.0,2,1911
Michael Cassel Group,Michael Cassell Group,97.5609756097561,1,1911
Mercedes Benz Finance,Mercedes Benz Finance,100.0,2,1913
Mercedes Benz Finance,Mercedes Benz Financial,90.9090909090909,1,1913
Mentoring Men,Mentoring Men,100.0,2,1915
Mentoring Men,Mentoring Men Ltd,86.66666666666667,1,1915
Membership of Qantas Chairmans Club,Membership of Qantas Chairmans Club,100.0,2,1917
Membership of Qantas Chairmans Club,Qantas Chairmans Lounge Membership,84.05797101449275,1,1917
Membership of Qantas Chairmans Club,Membership - Qantas Chairmans Lounge,81.69014084507043,1,1918
Melbourne Heart,Melbourne Heart,100.0,2,1920
Melbourne Heart,Melbourne Health,90.32258064516128,1,1920
Melbourne Bowling Club,Melbourne Bowling Club,100.0,2,1922
Melbourne Bowling Club,Molong Bowling Club,82.92682926829268,1,1922
Melbourne Bowling Club,Malvern Bowling Club,80.95238095238095,2,1923
Media Entertainment Alliance,Media Entertainment Alliance,100.0,2,1925
Media Entertainment Alliance,Media Entertainment Arts Alliance,91.80327868852459,1,1925
Media Entertainment Alliance,Media Entertainment & Arts Alliance,88.88888888888889,2,1926
Mecu,Mecu,100.0,2,1928
Mecu,Mecure,80.0,1,1928
"Marmion, Western Australia","Marmion, Western Australia",100.0,2,1930
"Marmion, Western Australia","Geraldton, Western Australia",81.4814814814815,2,1930
"Marmion, Western Australia",Western Australia Marathon Club,80.70175438596492,1,1931
Marmion WA,Marmion WA,100.0,2,1933
Marmion WA,Marmion,82.35294117647058,2,1933
Maritime Union of Australia,Maritime Union of Australia,100.0,2,1935
Maritime Union of Australia,Credit Union of Australia,84.61538461538461,1,1935
Malaysian Government,Malaysian Government,100.0,2,1937
Malaysian Government,Italian Government,84.21052631578947,1,1937
Maitland Repertory Theatre,Maitland Repertory Theatre,100.0,2,1939
Maitland Repertory Theatre,Maitland Repertory Theatre Inc,92.85714285714286,1,1939
Maitland Business Chamber,Maitland Business Chamber,100.0,2,1941
Maitland Business Chamber,Hamilton Business Chamber,84.0,1,1941
Maitland Business Chamber,Kalamunda Chamber of Business,81.4814814814815,1,1942
Maitland Business Chamber,Shoalhaven Business Chamber,80.76923076923077,1,1943
Magellan Global Fund,Magellan Global Fund,100.0,2,1945
Magellan Global Fund,Magellan Global,85.71428571428572,2,1945
Maclaughlin River Land Trust No.1,Maclaughlin River Land Trust No.1,100.0,2,1947
Maclaughlin River Land Trust No.1,Maclaughlin River Land Trust No. 1,95.52238805970148,1,1947
Maclaughlin River Holdings No 1. Pty Ltd,Maclaughlin River Holdings No 1. Pty Ltd,100.0,2,1949
Maclaughlin River Holdings No 1. Pty Ltd,Maclaughlin River Holdings No.1 Pty Ltd,93.67088607594937,1,1949
MAQUARIE BANK,MAQUARIE BANK,100.0,2,1951
MAQUARIE BANK,MACQUARIE BANK,96.2962962962963,2,1951
M2 GROUP,M2 GROUP,100.0,2,1953
M2 GROUP,TMA GROUP,82.35294117647058,1,1953
M.WASHER FAM/TRUST 2,M.WASHER FAM/TRUST 2,100.0,2,1955
M.WASHER FAM/TRUST 2,M.WASHER FAM/TRUST,94.73684210526316,2,1955
Lynas Rare Earths Ltd (LYC),Lynas Rare Earths Ltd (LYC),100.0,2,1957
Lynas Rare Earths Ltd (LYC),Lynas Rare Earths Ltd (ASX:LYC),93.10344827586206,1,1957
Lynas Rare Earths Ltd (LYC),Lynas Rare Earths Ltd,87.5,1,1958
Lynas Rare Earths,Lynas Rare Earths,100.0,2,1960
Lynas Rare Earths,Lynas Rare Earths LTD,89.47368421052632,1,1960
Lindisfarne Football Club,Lindisfarne Football Club,100.0,2,1962
Lindisfarne Football Club,Mindarie Football Club,85.1063829787234,1,1962
Lendlease,Lendlease,100.0,2,1964
Lendlease,Leadlease,88.88888888888889,1,1964
Laundy Exhibition Pty Ltd as trustee for the Laundy Family Trust No: 1,Laundy Exhibition Pty Ltd as trustee for the Laundy Family Trust No: 1,100.0,2,1966
Laundy Exhibition Pty Ltd as trustee for the Laundy Family Trust No: 1,Entasil Pty Ltd as trustee for the Laundy Family Trust No: 2,84.61538461538461,2,1966
Laundy Exhibition Pty Ltd as trustee for the Laundy Family Trust No: 1,Artlaun Pty Ltd as trustee for the Laundy Family Trust No: 4,83.07692307692307,2,1967
Launceston Friendly Care Chemist Pty Ltd,Launceston Friendly Care Chemist Pty Ltd,100.0,2,1969
Launceston Friendly Care Chemist Pty Ltd,Launceston Friendly Care Chemist,88.88888888888889,1,1969
Kurri Kurri Business Chamber,Kurri Kurri Business Chamber,100.0,2,1971
Kurri Kurri Business Chamber,Kurri Kurri District Business Chamber,86.15384615384616,1,1971
Kudos Management Group Trust,Kudos Management Group Trust,100.0,2,1973
Kudos Management Group Trust,Kudos Management Group Pty Ltd,82.75862068965517,2,1973
Ku-Ring-Gai Historical Society,Ku-Ring-Gai Historical Society,100.0,2,1975
Ku-Ring-Gai Historical Society,Ku-ring-gai Historical Society,93.33333333333333,1,1975
Ku-Ring-Gai Historical Society,Kuringgai Historical Society,89.65517241379311,1,1976
Klare (Qld) Pty Ltd Trustee for K & A Pitt Family Trust,Klare (Qld) Pty Ltd Trustee for K & A Pitt Family Trust,100.0,2,1978
Klare (Qld) Pty Ltd Trustee for K & A Pitt Family Trust,K & A Pitt Family Trust Trustee Klare (Qld) Pty Ltd,96.22641509433963,1,1978
Kids Pty Ltd,Kids Pty Ltd,100.0,2,1980
Kids Pty Ltd,TAZ & Kids Pty Ltd,80.0,1,1980
Kew Hockey Club,Kew Hockey Club,100.0,2,1982
Kew Hockey Club,UWA Hockey Club,80.0,1,1982
Kew Hockey Club,MCC Hockey Club,80.0,1,1983
Kepcove Pty Ltd,Kepcove Pty Ltd,100.0,2,1985
Kepcove Pty Ltd,Kepcore Pty Ltd,93.33333333333333,1,1985
Kepcove Pty Ltd,Kepcore Pty. Ltd.,87.5,1,1986
Kelly and Partners Opportunities Fund,Kelly and Partners Opportunities Fund,100.0,2,1988
Kelly and Partners Opportunities Fund,Kelly Partners Special Opportunities Fund,89.74358974358975,1,1988
Jonkel Family Trusts Nos 1 & 2,Jonkel Family Trusts Nos 1 & 2,100.0,2,1990
Jonkel Family Trusts Nos 1 & 2,Jonkel Family Trust Nos. 1 & 2,96.66666666666667,1,1990
John Cameron,John Cameron,100.0,2,1992
John Cameron,Jock Cameron,83.33333333333334,2,1992
Japanese Ministry of Foreign Affairs,Japanese Ministry of Foreign Affairs,100.0,2,1994
Japanese Ministry of Foreign Affairs,Ministry of Foreign Affairs Japan,95.65217391304348,1,1994
Japanese Ministry of Foreign Affairs,Ministry of Foreign Affairs of Japan,91.66666666666666,1,1995
JC Street Real Estate Pty Ltd,JC Street Real Estate Pty Ltd,100.0,2,1997
JC Street Real Estate Pty Ltd,JC Street Real Estate,84.0,2,1997
JB Hi-Fi Ltd,JB Hi-Fi Ltd,100.0,2,1999
JB Hi-Fi Ltd,JB Hi-Fi Limited,85.71428571428572,1,1999
Investment Properties,Investment Properties,100.0,2,2001
Investment Properties,Investment Property,90.0,1,2001
International Institute for Strategic Leadership Dialogue,International Institute for Strategic Leadership Dialogue,100.0,2,2003
International Institute for Strategic Leadership Dialogue,International Institute For Strategic Leadership Dialogue,92.98245614035088,1,2003
Inter-Parliamentary Alliance on China,Inter-Parliamentary Alliance on China,100.0,2,2005
Inter-Parliamentary Alliance on China,"Atlantic Council, Inter-Parliamentary Alliance on China",80.43478260869566,1,2005
India Australia Strategic Alliance Trade Delegation,India Australia Strategic Alliance Trade Delegation,100.0,2,2007
India Australia Strategic Alliance Trade Delegation,India Australia Strategic Alliance,80.0,2,2007
ISDELL PTY LTD,ISDELL PTY LTD,100.0,2,2009
ISDELL PTY LTD,ISDELL PTY LTD atf,87.5,1,2009
IPAC,IPAC,100.0,2,2011
IPAC,RIMPAC,80.0,1,2011
IMAGIO PTY LTD,IMAGIO PTY LTD,100.0,2,2013
IMAGIO PTY LTD,DAG PTY LTD,80.0,2,2013
Hunter New England Health Service,Hunter New England Health Service,100.0,2,2015
Hunter New England Health Service,Hunter New England Health,86.20689655172413,1,2015
Hunter Hall Value Growth Trust,Hunter Hall Value Growth Trust,100.0,2,2017
Hunter Hall Value Growth Trust,Hunter Hall Value Growth Trust (spouse),86.95652173913044,1,2017
Huawei Technologies (Aust) Pty Ltd,Huawei Technologies (Aust) Pty Ltd,100.0,2,2019
Huawei Technologies (Aust) Pty Ltd,Huawei Technologies (Australia) Pty Ltd,93.15068493150685,1,2019
Huawei Technologies (Aust) Pty Ltd,Huawei Technologies (Australia Pty Ltd),90.41095890410959,1,2020
Hills Choral Society,Hills Choral Society,100.0,2,2022
Hills Choral Society,The Hills Choral Society,90.9090909090909,1,2022
Hendren Tink Corporation Pty Ltd,Hendren Tink Corporation Pty Ltd,100.0,2,2024
Hendren Tink Corporation Pty Ltd,Hendren Tink Corporation PTY Ltd,93.75,1,2024
Hendren Tink Corporation Pty Ltd,Hendren Tink Corporation Pty,93.33333333333333,1,2025
HUME BLG SOCIETY,HUME BLG SOCIETY,100.0,2,2027
HUME BLG SOCIETY,HUME BUILDING SOCIETY,86.48648648648648,1,2027
Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,100.0,2,2029
Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Griff-Dev investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,85.0,1,2029
Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Griff-Dev Investments Pty Ltd ATF P&M Fletcher Superannuation Fund,84.93150684931507,1,2030
Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Griff Dev Investments Pty Ltd atf P&M Fletcher Superannuation Fund,83.56164383561644,1,2031
Great Southern Bank,Great Southern Bank,100.0,2,2033
Great Southern Bank,Great Southern Bank/CUA,90.47619047619048,1,2033
Government of the United Arab Emirates,Government of the United Arab Emirates,100.0,2,2035
Government of the United Arab Emirates,United Arab Emirates Government,89.85507246376811,1,2035
Government of the United Arab Emirates,Foreign Minister of the United Arab Emirates,80.48780487804879,1,2036
Government of Qatar,Government of Qatar,100.0,2,2038
Government of Qatar,Qatar Government,91.42857142857143,1,2038
Government of Qatar,Government of Japan,84.21052631578947,2,2039
Government of Qatar,Government of Sri Lanka,80.95238095238095,1,2040
Government of Hong Kong Special Administrative Region,Government of Hong Kong Special Administrative Region,100.0,2,2042
Government of Hong Kong Special Administrative Region,Government of the Hong Kong Special Administrative Region (HKSAR),89.83050847457628,1,2042
Government of Hong Kong Special Administrative Region,Hong Kong Special Administrative Region,84.78260869565217,1,2043
Global Creatures Pty Ltd,Global Creatures Pty Ltd,100.0,2,2045
Global Creatures Pty Ltd,Global Creatures,80.0,1,2045
GILBERT FRANK INVESTMENTS P/L,GILBERT FRANK INVESTMENTS P/L,100.0,2,2047
GILBERT FRANK INVESTMENTS P/L,GILBERT FRANK INVESTMENTS PL,98.24561403508771,1,2047
G8 Education Ltd,G8 Education Ltd,100.0,2,2049
G8 Education Ltd,G8 Education,85.71428571428572,1,2049
Foxtel from ASTRA,Foxtel from ASTRA,100.0,2,2051
Foxtel from ASTRA,"ASTRA, Foxtel",80.0,1,2051
Foxtel Cable Television Pty Ltd,Foxtel Cable Television Pty Ltd,100.0,2,2053
Foxtel Cable Television Pty Ltd,Foxtel Cable Television Pty Itd,96.7741935483871,1,2053
Fairfax Media,Fairfax Media,100.0,2,2055
Fairfax Media,Fairfax media,92.3076923076923,1,2055
Fairfax Media,Fairfax Media Ltd,86.66666666666667,1,2056
Fairfax Media,Nine Fairfax Media,83.87096774193549,1,2057
Evolution Mining,Evolution Mining,100.0,2,2059
Evolution Mining,Evolution Mining Shares,82.05128205128204,1,2059
"Everglades Country Club, Woy Woy","Everglades Country Club, Woy Woy",100.0,2,2061
"Everglades Country Club, Woy Woy",Everglades Country Club Woy Woy,98.41269841269842,1,2061
"Everglades Country Club, Woy Woy",Everglades Country Club,83.63636363636364,1,2062
Ettalong Beach Memorial Club,Ettalong Beach Memorial Club,100.0,2,2064
Ettalong Beach Memorial Club,"Ettalong Beach Memorial Club, Ettalong",84.84848484848484,1,2064
Escarpment Group,Escarpment Group,100.0,2,2066
Escarpment Group,The Escarpment Group,88.88888888888889,1,2066
Entsch Family Trust,Entsch Family Trust,100.0,2,2068
Entsch Family Trust,Banks Family Trust,81.08108108108108,1,2068
Embassy of Thailand,Embassy of Thailand,100.0,2,2070
Embassy of Thailand,Embassy of Japan,80.0,1,2070
Electorate Office,Electorate Office,100.0,2,2072
Electorate Office,Electorate office,94.11764705882352,1,2072
Electorate Office,Electoral Office,90.9090909090909,1,2073
Electorate Office,electorate office,88.23529411764706,1,2074
Electorate Office,Reid Electorate Office,87.17948717948718,1,2075
Electorate Office,Telstra Electorate Office,80.95238095238095,1,2076
Echo Entertainment,Echo Entertainment,100.0,2,2078
Echo Entertainment,Echo Entertainment Group,85.71428571428572,1,2078
East Malvern Junior Girls Football Team,East Malvern Junior Girls Football Team,100.0,2,2080
East Malvern Junior Girls Football Team,East Malvern Junior Football club,80.55555555555556,1,2080
EZRA PROPERTIES PTY LTD,EZRA PROPERTIES PTY LTD,100.0,2,2082
EZRA PROPERTIES PTY LTD,LIBERAL PROPERTIES LTD,80.0,1,2082
ETFS Battery Tech,ETFS Battery Tech,100.0,2,2084
ETFS Battery Tech,EFTS Battery Tech,94.11764705882352,1,2084
EML Payment Ltd (EML),EML Payment Ltd (EML),100.0,2,2086
EML Payment Ltd (EML),EML Payments Ltd (EML),97.67441860465115,1,2086
Dreyfus Superannuation Fund/Kenley Dale Pty Ltd,Dreyfus Superannuation Fund/Kenley Dale Pty Ltd,100.0,2,2088
Dreyfus Superannuation Fund/Kenley Dale Pty Ltd,Dreyfus Superannuation Fund (trustee Kenley Dale Pty Ltd),88.46153846153845,1,2088
Dee Why NSW,Dee Why NSW,100.0,2,2090
Dee Why NSW,Dee Why RSL,81.81818181818181,1,2090
Danske Bank,Danske Bank,100.0,2,2092
Danske Bank,Dankse Bank,90.9090909090909,1,2092
DAVID & CHARLOTTE GILLESPIE FAMILY TRUST,DAVID & CHARLOTTE GILLESPIE FAMILY TRUST,100.0,2,2094
DAVID & CHARLOTTE GILLESPIE FAMILY TRUST,DAVID & CHARLOTTE GILLESPIE,80.59701492537313,1,2094
D and S Thwaites,D and S Thwaites,100.0,2,2096
D and S Thwaites,D & S Thwaites,80.0,1,2096
Cumberland Park SA,Cumberland Park SA,100.0,2,2098
Cumberland Park SA,Cumberland park sa,83.33333333333334,1,2098
Cromwell Phoenix Property Securities Fund,Cromwell Phoenix Property Securities Fund,100.0,2,2100
Cromwell Phoenix Property Securities Fund,Cromwell Phoenix Property Securities Fnd,98.76543209876543,1,2100
Cricket Australia and New Zealand Cricket,Cricket Australia and New Zealand Cricket,100.0,2,2102
Cricket Australia and New Zealand Cricket,Cricket Australia and Cricket Queensland,88.88888888888889,2,2102
Cricket Australia and New Zealand Cricket,Queensland Cricket and Cricket Australia,88.88888888888889,1,2103
Cricket Australia and New Zealand Cricket,Cricket Australia and Queensland Cricket,88.88888888888889,1,2104
Cowboys,Cowboys,100.0,2,2106
Cowboys,NQ Cowboys,82.35294117647058,1,2106
Conaghan Lawyers Pty Limited,Conaghan Lawyers Pty Limited,100.0,2,2108
Conaghan Lawyers Pty Limited,Conaghan Lawyers Pty Ltd,92.3076923076923,1,2108
Compass Group,Compass Group,100.0,2,2110
Compass Group,Colemans Group,81.4814814814815,1,2110
Commonwealth Games Australia,Commonwealth Games Australia,100.0,2,2112
Commonwealth Games Australia,Australian Commonwealth Games Association,81.15942028985508,1,2112
Commonwealth Bank of Australia and Bank of Queensland,Commonwealth Bank of Australia and Bank of Queensland,100.0,2,2114
Commonwealth Bank of Australia and Bank of Queensland,"Commonwealth Bank of Australia, Bank of Queensland",95.14563106796116,1,2114
Commonwealth Bank of Australia and Bank of Queensland,Australian Mutual Bank and Commonwealth Bank,80.41237113402062,1,2115
Colonial Managed Savings,Colonial Managed Savings,100.0,2,2117
Colonial Managed Savings,Colonial Managed Saving Plan,88.46153846153845,1,2117
Cobar Shire Council,Cobar Shire Council,100.0,2,2119
Cobar Shire Council,Cloncurry Shire Council,80.95238095238095,1,2119
Club Berowra,Club Berowra,100.0,2,2121
Club Berowra,Berowra Lions Club,80.0,2,2121
Clifton Golf Club,Clifton Golf Club,100.0,2,2123
Clifton Golf Club,Calliope Golf Club,80.0,1,2123
China First Pty Ltd,China First Pty Ltd,100.0,2,2125
China First Pty Ltd,China First Coal Pty Ltd,88.37209302325581,1,2125
Chairman's Club,Chairman's Club,100.0,2,2127
Chairman's Club,Etihad Chairman's Club,81.08108108108108,1,2127
Central Coast Mariners Membership,Central Coast Mariners Membership,100.0,2,2129
Central Coast Mariners Membership,Central Coast Mariners,80.0,1,2129
"Central Coast Leagues Club, Gosford","Central Coast Leagues Club, Gosford",100.0,2,2131
"Central Coast Leagues Club, Gosford",Central Coast Leagues Club Gosford,98.55072463768117,1,2131
Care Leavers of Australia Network,Care Leavers of Australia Network,100.0,2,2133
Care Leavers of Australia Network,Care Leaver Australia Network (CLAN),84.05797101449275,1,2133
Care Leavers of Australia Network,Care Leavers Australasia Network (CLAN),83.33333333333334,1,2134
Canterbury Bulldogs,Canterbury Bulldogs,100.0,2,2136
Canterbury Bulldogs,Canterbury Bulldogs NRL,90.47619047619048,1,2136
Canterbury Bulldogs,Canterbury Bulldogs Club,88.37209302325581,1,2137
Canterbury Bulldogs,NRL Canterbury Bulldogs Club,80.85106382978724,1,2138
Caltex,Caltex,100.0,2,2140
Caltex,Caltex VB,80.0,1,2140
COLONIAL MUTUAL LIFE INSURANCE,COLONIAL MUTUAL LIFE INSURANCE,100.0,2,2142
COLONIAL MUTUAL LIFE INSURANCE,CITY MUTUAL LIFE INSURANCE,85.71428571428572,1,2142
CITIC Pacific Mining,CITIC Pacific Mining,100.0,2,2144
CITIC Pacific Mining,Citic Pacific Mining,80.0,1,2144
CHILD PSYCHCORP PTY LTD,CHILD PSYCHCORP PTY LTD,100.0,2,2146
CHILD PSYCHCORP PTY LTD,CHILD PSYCH CORP PTY LTD,80.85106382978724,1,2146
CBN Developments Pty Ltd,CBN Developments Pty Ltd,100.0,2,2148
CBN Developments Pty Ltd,Cosmo Developments Pty Ltd,88.0,1,2148
CBN Developments Pty Ltd,FFR Developments Pty Ltd,83.33333333333334,1,2149
CBN Developments Pty Ltd,FFR Development Pty Ltd,80.85106382978724,1,2150
Brumbies Rugby,Brumbies Rugby,100.0,2,2152
Brumbies Rugby,Brumbies Rugby Club,84.84848484848484,1,2152
Brisbane,Brisbane,100.0,2,2154
Brisbane,GMT Brisbane,80.0,1,2154
"Breakers Country Club, Wamberal","Breakers Country Club, Wamberal",100.0,2,2156
"Breakers Country Club, Wamberal",Breakers Country Club,80.76923076923077,1,2156
Brambles Industries Ltd,Brambles Industries Ltd,100.0,2,2158
Brambles Industries Ltd,Brambles Industries,90.47619047619048,2,2158
BlackRock,BlackRock,100.0,2,2160
BlackRock,Blackrock,88.88888888888889,1,2160
Bisalloy Steel,Bisalloy Steel,100.0,2,2162
Bisalloy Steel,Bisalloy Steel (BIS),82.35294117647058,1,2162
Birtus Health Limited SPO,Birtus Health Limited SPO,100.0,2,2164
Birtus Health Limited SPO,Birtus Health Limted SPO,97.95918367346938,1,2164
Billson Family Trust,Billson Family Trust,100.0,2,2166
Billson Family Trust,JI Bishop Family Trust,80.95238095238095,1,2166
Bankstown Sports Club,Bankstown Sports Club,100.0,2,2168
Bankstown Sports Club,"Bankstown Sports Club, NRL",89.36170212765957,1,2168
BHP Group,BHP Group,100.0,2,2170
BHP Group,CBH Group,88.88888888888889,1,2170
B'nai B'rith,B'nai B'rith,100.0,2,2172
B'nai B'rith,B'nai B'rith NSW,85.71428571428572,1,2172
Azumah Resources Limited,Azumah Resources Limited,100.0,2,2174
Azumah Resources Limited,Iluka Resources Limited,85.1063829787234,1,2174
Aware Superannuation account,Aware Superannuation account,100.0,2,2176
Aware Superannuation account,ING Superannuation account,85.18518518518519,1,2176
Avondale Trust,Avondale Trust,100.0,2,2178
Avondale Trust,Avon Trust,83.33333333333334,1,2178
Aviva Investors Prof High Growth Shares,Aviva Investors Prof High Growth Shares,100.0,2,2180
Aviva Investors Prof High Growth Shares,Aviva Investors High Growth Shares (WA),87.17948717948718,1,2180
Australian retirement trust,Australian retirement trust,100.0,2,2182
Australian retirement trust,Australian Retirement Trust,92.5925925925926,2,2182
Australian Trucking Association,Australian Trucking Association,100.0,2,2184
Australian Trucking Association,Australian Clay Target Association,80.0,1,2184
Australian Rugby League Commission and National Rugby League,Australian Rugby League Commission and National Rugby League,100.0,2,2186
Australian Rugby League Commission and National Rugby League,"Australian Rugby League Commission, National Rugby League",95.72649572649573,1,2186
Australian Rugby League Commission and National Rugby League,National Rugby League (NRL) and Australian Rugby League (ARL),80.99173553719008,1,2187
Australian Made Campaign Limited,Australian Made Campaign Limited,100.0,2,2189
Australian Made Campaign Limited,Australian Made Campaign,85.71428571428572,1,2189
Australian Lawyers Alliance,Australian Lawyers Alliance,100.0,2,2191
Australian Lawyers Alliance,Australian Taxpayers Alliance,89.28571428571429,1,2191
"Australian Institute of Political Science, The","Australian Institute of Political Science, The",100.0,2,2193
"Australian Institute of Political Science, The",Australian Institute of Policy and Science,86.36363636363636,2,2193
Australian Council for Educational Research,Australian Council for Educational Research,100.0,2,2195
Australian Council for Educational Research,Australian Council of Educational Research,96.47058823529412,1,2195
Australia-Israel Cultural Exchange (AICE),Australia-Israel Cultural Exchange (AICE),100.0,2,2197
Australia-Israel Cultural Exchange (AICE),The Australia-Israel Cultural Exchange,86.07594936708861,1,2197
Australia-Israel Cultural Exchange (AICE),Australia Israel Cultural Exchange (AICE),82.92682926829268,1,2198
Australia-Guangdong Chamber of Commerce and the Communist Party of China,Australia-Guangdong Chamber of Commerce and the Communist Party of China,100.0,2,2200
Australia-Guangdong Chamber of Commerce and the Communist Party of China,Australian - Guangdong Chamber of Commerce and the Communist Party of China,85.71428571428572,1,2200
Australia Israel Cultural Exchange Ltd,Australia Israel Cultural Exchange Ltd,100.0,2,2202
Australia Israel Cultural Exchange Ltd,Australia Israel Cultural Exchange,94.44444444444444,2,2202
Australia Israel Cultural Exchange Ltd,Australian Israel Cultural Exchange,93.15068493150685,1,2203
Australia Israel Cultural Exchange Ltd,Australia - Israel Cultural Exchange,91.89189189189189,1,2204
Aust/India Institute,Aust/India Institute,100.0,2,2206
Aust/India Institute,Australia India Institute,84.44444444444444,1,2206
Ausbil Investment Trust - Australian Active Equity Fund,Ausbil Investment Trust - Australian Active Equity Fund,100.0,2,2208
Ausbil Investment Trust - Australian Active Equity Fund,Ausbil Investment Trust - Aust Active Equity Fund,94.23076923076923,1,2208
Astral Resources NL (AAR),Astral Resources NL (AAR),100.0,2,2210
Astral Resources NL (AAR),Pan Australia Resources NL (PNA),80.70175438596492,1,2210
Astra Foxtel,Astra Foxtel,100.0,2,2212
Astra Foxtel,Astra - Foxtel,92.3076923076923,2,2212
Astra Foxtel,Astra/Foxtel,91.66666666666666,1,2213
Astra Foxtel,Foxtel Australia,85.71428571428572,1,2214
Astra Foxtel,Foxtel from Astra,82.75862068965517,1,2215
Asteron,Asteron,100.0,2,2217
Asteron,Asterton,93.33333333333333,1,2217
Assange Campaign,Assange Campaign,100.0,2,2219
Assange Campaign,Assange Campaign Group,84.21052631578947,1,2219
Asian Forum on Parliamentarians for Population Development (AFPPD),Asian Forum on Parliamentarians for Population Development (AFPPD),100.0,2,2221
Asian Forum on Parliamentarians for Population Development (AFPPD),Asian Forum of Parliamentarians on Population and Development (AFPPD),94.81481481481482,1,2221
Asian Forum on Parliamentarians for Population Development (AFPPD),Asian Forum Parliamentarians on Population and Development Secretariat,82.35294117647058,1,2222
Art Gallery NSW,Art Gallery NSW,100.0,2,2224
Art Gallery NSW,Art Gallery of NSW,90.9090909090909,1,2224
Arcana Partners PTY LTD,Arcana Partners PTY LTD,100.0,2,2226
Arcana Partners PTY LTD,Arcana Partner PTY LTD,97.77777777777777,1,2226
Apple Pty Ltd,Apple Pty Ltd,100.0,2,2228
Apple Pty Ltd,Acline Pty Ltd,81.4814814814815,1,2228
Appen Limited,Appen Limited,100.0,2,2230
Appen Limited,Appen Limited (APX),81.25,1,2230
Ambassador of Life Education,Ambassador of Life Education,100.0,2,2232
Ambassador of Life Education,Life Education NSW (Ambassador),88.13559322033898,1,2232
Allan Gray Australia Equity Fund,Allan Gray Australia Equity Fund,100.0,2,2234
Allan Gray Australia Equity Fund,Allan Gray Australia Equity Fund Class A,88.88888888888889,1,2234
Alinta Energy,Alinta Energy,100.0,2,2236
Alinta Energy,Alinta Energy Ltd,86.66666666666667,1,2236
Advance Property Securities M-Blend,Advance Property Securities M-Blend,100.0,2,2238
Advance Property Securities M-Blend,Advance Property Securities M Blend,94.28571428571428,1,2238
Advance Property Securities M-Blend,Advance Properties Securities Multi-Blend Fund,83.9506172839506,1,2239
Adelaide Fringe,Adelaide Fringe,100.0,2,2241
Adelaide Fringe,Adelaide Fringe Office,81.08108108108108,1,2241
Accor,Accor,100.0,2,2243
Accor,Acorn,80.0,1,2243
Abbotsleigh School Foundation,Abbotsleigh School Foundation,100.0,2,2245
Abbotsleigh School Foundation,Abbotsleigh Foundation,86.27450980392157,2,2245
AUSTRALIAN WORKERS UNION,AUSTRALIAN WORKERS UNION,100.0,2,2247
