id,mp_name,party,electorate,declaration_date,category,sub_category,entity,canonical_entity,item,details
53a7b3d0-2dee-4714-83f0-f04e27582d0c,Rick Wilson,Liberal Party of Australia,O'Connor,2019-09-12,Travel,Other Travel,The Taipei Economic and Cultural Office,Taipei Economic and Cultural Office,Trip to Taiwan,"The Taipei Economic and Cultural Office hosted me on a trip to Taiwan between Sunday the 25th of August and Friday the 30th of August including airfares, accomodation and meals."
32e7066c-e2f1-41a4-b841-95031b157471,Timothy Wilson,Liberal Party of Australia,Goldstein,2019-07-31,Gift,Entertainment,"Liberal Party of Australia (Victorian Division), Institute of Public Affairs, Melbourne Cricket Club, Melbourne Football Club, Sandringham Yacht Club, Sandringham Bowls Club, Old Brighton Grammarians Football Club, Royal Brighton Yacht Club, Hampton Life Saving Club, Sorrento Sailing Couta Boat Club","Liberal Party of Australia (Victorian Division), Institute of Public Affairs, Melbourne Cricket Club, Melbourne Football Club, Sandringham Yacht Club, Sandringham Bowls Club, Old Brighton Grammarians Football Club, Royal Brighton Yacht Club, Hampton Life Saving Club, Sorrento Sailing Couta Boat Club",No 1 Ticket Holder,No 1 Ticket Holder for Sandringham Bowls Club and Old Brighton Grammarians Football Club
ce317cbe-88fb-47d4-b753-1b0d5a282adc,Timothy Wilson,Liberal Party of Australia,Goldstein,2019-07-31,Gift,Entertainment,"Liberal Party of Australia (Victorian Division), Institute of Public Affairs, Victorian Racing Club, Melbourne Football Club, Victorian Institute of Teaching","Liberal Party of Australia (Victorian Division), Institute of Public Affairs, Victorian Racing Club, Melbourne Football Club, Victorian Institute of Teaching",Spouse/Partner,(Spouse/Partner)
82cea1a1-1da3-4ad3-a78e-330064acfbd8,Jason Wood,Liberal Party of Australia,La Trobe,2019-07-29,Asset,Real Estate,Australia China Healthcare and Nutrition Association (President),Australia China Healthcare and Nutrition Association (President),Association Membership,Spouse/partner
50cdce55-85a0-4d6f-8034-f53983897358,Kenneth Wyatt,Liberal Party of Australia,Hasluck,2019-07-31,Unknown,Other,Kalamunda and Districts Swimming Club,Kalamunda and Districts Swimming Club,Patronage of Kalamunda and Districts Swimming Club,Patron
2927155f-77b9-4d93-a88c-5efb6a218b52,Terry Young,Liberal National Party,Longman,2019-07-29,Asset,Shares,DG Lawnton P/L,DG Lawnton P/L,Shares in DG Lawnton P/L,Shares in DG Lawnton P/L
fa370735-aa09-4ede-a7ef-746f261289a9,Terry Young,Liberal National Party,Longman,2019-07-29,Asset,Shares,DG Lawnton Gosford P/L,DG Lawnton Gosford P/L,Shares in DG Lawnton Gosford P/L,Shares in DG Lawnton Gosford P/L
bbfba77d-26dd-4b20-8cd4-deaf18ecaccd,Terry Young,Liberal National Party,Longman,2019-07-29,Membership,Other Membership,DG Lawnton P/L,DG Lawnton P/L,Director,Director
866977fa-9905-404b-989e-804f90934b99,Tony Zappia,Australian Labor Party,Spence,2019-07-29,Membership,Professional,Qantas and Virgin Lounge membership,Qantas and Virgin Lounge membership,Qantas and Virgin Lounge Membership,Self
4426a6b2-8d9f-44dc-bcdc-bb7eb314d05a,Tony Zappia,Australian Labor Party,Spence,2019-07-29,Membership,Professional,Qantas and Virgin Lounge membership,Qantas and Virgin Lounge membership,Qantas and Virgin Lounge Membership,Spouse/partner
942612aa-9255-483c-bc8a-544dd3f37934,Trent Zimmerman,Liberal Party of Australia,North Sydney,2020-01-20,Gift,Entertainment,"Ensemble Theatre, Kirribilli","Ensemble Theatre, Kirribilli",Tickets to Black Cockatoo performance,"Ensemble Theatre, Kirribilli - tickets to Black Cockatoo - January 2020"
18c0d61d-45e4-4ac6-92ca-b03244943f5e,Trent Zimmerman,Liberal Party of Australia,North Sydney,2022-02-21,Travel,Other Travel,Copenhagen Investment Partners/Star of South project,Copenhagen Investment Partners/Star of South project,Helicopter travel for Star of South windfarm project,Travel - Copenhagen Investment Partners/Star of South project - share of helicopter travel - Star of South windfarm project - approximate value $300 - 24 January 2022
551567ae-5724-487c-ba82-dbefd6d09021,Anne Aly,Australian Labor Party,Cowan,2022-05-21,Unknown,Other,WA Corruption and Crime Commission,WA Corruption and Crime Commission,Spouse employed at WA Corruption and Crime Commission,Employed at the WA Corruption and Crime Commission (Spouse/partner)
b8d9e1b1-d782-44f2-af1a-c434fa887c12,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Asset,Real Estate,"Porepunkah, VIC","Porepunkah, VIC","Residential/Investment Property in Porepunkah, VIC",Joint holding with spouse; Residential/investment
b42e953c-9d59-41df-8ea3-5bb468303994,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Asset,Real Estate,"Beaumaris, TAS","Beaumaris, TAS","Residential/Investment Property in Beaumaris, TAS",Joint holding with spouse; Residential/investment
84523c0b-cd5e-4a19-8a2f-81d43ded9fa1,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Asset,Real Estate,"Canterbury, VIC","Canterbury, VIC","Residential/Investment Property in Canterbury, VIC",Joint holding with spouse; Residential/investment
c0641b6f-2246-4a4b-aea2-5914bb748d95,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Asset,Real Estate,"North Melbourne, VIC","North Melbourne, VIC","Residential/Investment Property in North Melbourne, VIC",Joint holding with spouse; Residential/investment
4dbbdbc5-9ca0-40c1-8b71-f7a27ec7bf03,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Asset,Real Estate,"North Carlton, VIC","North Carlton, VIC","Residential/Investment Property in North Carlton, VIC",spouse/partner; Residential/investment
5c98b987-ca1c-4cea-8d1f-ce9ab975a266,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Asset,Real Estate,"Brisbane, QLD","Brisbane, QLD","Residential/Investment Property in Brisbane, QLD",spouse/partner; Residential/investment
88124ebb-1a16-41e1-9fe2-f79788eed388,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Asset,Real Estate,"Brisbane, QLD","Brisbane, QLD","Residential/Investment Property in Brisbane, QLD",spouse/partner; Residential/investment
b355233c-a5da-417a-ba74-43ea0d273034,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Liability,Mortgage,"Westpac, NAB","NAB, Westpac",Investment Property Mortgage,Mortgage on investment properties
9924238f-e218-46bd-806a-504cc4e99fc3,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Liability,Mortgage,"Westpac, NAB","NAB, Westpac",Investment Property Mortgage,Mortgage on investment properties; spouse/partner
29e32c6b-7f39-4c8f-ba35-7c2451411926,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Asset,Other Asset,"CBA, Westpac","NAB, Westpac",Savings Account,Savings
058aed8d-1375-4279-b24e-b55a5ef9cdf7,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Asset,Other Asset,"CBA, Westpac","NAB, Westpac",Savings,Savings; spouse/partner
421eb35a-be1d-45c1-ba45-36604ca742aa,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Unknown,Other,"BMJ Leader journal, UK","BMJ Leader journal, UK",Associate Editor,Associate Editor
d2f0c655-97c2-42be-bdec-7d58493dd56a,Ananda-Rajah,Australian Labor Party,Higgins,2022-08-22,Unknown,Other,Australian and New Zealand College of Anaesthetists,Australian and New Zealand College of Anaesthetists,spouse/partner,spouse/partner
89d871ea-d5aa-4cf1-993b-1a78671f31ce,Karen Andrews,Liberal National Party,McPherson,2022-08-03,Membership,Other Membership,Andrews and Andrews Consulting Pty Ltd,Andrews and Andrews Consulting Pty Ltd,Consulting Membership,Self
b0faf923-66a6-41e4-9021-36eaf93c9573,Karen Andrews,Liberal National Party,McPherson,2022-08-03,Membership,Other Membership,Andrews and Andrews Consulting Pty Ltd,Andrews and Andrews Consulting Pty Ltd,Consulting Membership,Spouse/partner
76566929-5bdb-46ef-b259-0694212d0d14,Karen Andrews,Liberal National Party,McPherson,2022-08-03,Liability,Loan,Andrews and Andrews Consulting Pty Ltd,Andrews and Andrews Consulting Pty Ltd,Loan,Self: Loan
69102199-2556-4af2-9d37-7f02c45363bb,Karen Andrews,Liberal National Party,McPherson,2022-08-03,Liability,Loan,Andrews and Andrews Consulting Pty Ltd,Andrews and Andrews Consulting Pty Ltd,Loan,Spouse/partner: Loan
d36db052-2b11-4aea-b70c-eda3ae09d427,Karen Andrews,Liberal National Party,McPherson,2022-09-06,Travel,Other Travel,Australia/Israel & Jewish Affairs Council,Australia/Israel & Jewish Affairs Council (AIJAC),Return Business Class Travel to Israel,"Self - Return business class travel to Israel, accommodation, hospitality"
3d4f2f8a-f6e9-49f4-97e0-f492656d15c6,Karen Andrews,Liberal National Party,McPherson,2023-09-04,Liability,Loan,ANZ; Andrews and Andrews Consulting Pty Ltd,Andrews and Andrews Consulting Pty Ltd,Line of Credit & Loan,Self and Spouse Line of Credit ANZ; Loan Andrews and Andrews Consulting Pty Ltd
e179c50e-3a6e-4646-b4b4-ed7c40ef6d00,Adam Bandt,Australian Greens,Melbourne,2022-08-26,Travel,Other Travel,"Virgin, Qantas","Qantas, Virgin",Occasional upgrades from economy to business class,Ocassional upgrades from economy to business class on Virgin and Qantas
0e16ae81-7690-4b4c-8174-28170f15dc99,Adam Bandt,Australian Greens,Melbourne,2022-08-26,Travel,Other Travel,"Virgin, Qantas","Qantas, Virgin",Occasional upgrades from economy to business class,Occasional upgrades from economy to business class on Virgin and Qantas
426ecc2e-1d2d-4a13-9668-ac85735af860,Angie Bell,Liberal National Party,Moncrieff,2022-08-18,Unknown,Other,Craig and Tina Layt,Craig and Tina Layt,Fundraising Ball Guest Invitation,Gold Coast Fundraising Ball guest
2b32443e-bf07-4790-8f73-6b1831ebc7fc,Angie Bell,Liberal National Party,Moncrieff,2022-08-18,Unknown,Other,Gold Coast Jazz and Blues Club,Gold Coast Jazz and Blues Club,Patronage,Patron
1a5e6202-dc9d-46ba-a921-07e12cb0c456,Jodie Belyea,Australian Labor Party,Dunkley,2024-03-27,Unknown,Other,Women's Spirit Project and MEGT Australia Ltd,Women's Spirit Project and MEGT Australia Ltd,Women's Spirit Project and MEGT Australia Ltd affiliation,N/A
aa125708-5d2c-4749-b7f2-d80d325e7d24,Chris Bowen,Australian Labor Party,McMahon,2022-08-26,Asset,Other Asset,Australian Mutual Bank and Commonwealth Bank,Commonwealth Bank of Australia and Bank of Queensland,Savings Account,Savings (Dependent children)
c673b3fe-9134-45e6-93cc-44d4a6a448af,Chris Bowen,Australian Labor Party,McMahon,2022-08-26,Gift,Hospitality,"Koichi Hagiuda, Minister for Economy, Trade and Industry, Japan","Koichi Hagiuda, Minister for Economy, Trade and Industry, Japan",Bottle of Whisky,Bottle of Whisky
bff826a0-4650-4866-8029-b7089117539d,Chris Bowen,Australian Labor Party,McMahon,2022-09-14,Travel,Other Travel,Qantas Chairmans Lounge and Virgin Club,Qantas Lounge and Virgin Club,Qantas Chairmans Lounge and Virgin Club Membership,Member of the Qantas Chairmans Lounge and Virgin Club
09083ae1-f9a6-4d50-86e4-0c64bb192442,Chris Bowen,Australian Labor Party,McMahon,2022-09-14,Unknown,Other,"RK Singh, Indian Minister for Energy","RK Singh, Indian Minister for Energy",Pashmina Shawl,"Received pashmina shawl from the Indian Minister for Energy, RK Singh"
d009eec1-42d0-4c24-8f1e-033827d7a1db,Chris Bowen,Australian Labor Party,McMahon,2023-12-06,Unknown,Other,"Tim Walz, Governor of Minnesota","Tim Walz, Governor of Minnesota",Personalized Number Plate,"Personalised number plate from the Governor of Minnesota, Tim Walz, No $ value"
c987338a-e758-4f75-9895-3733cfe71021,Chris Bowen,Australian Labor Party,McMahon,2024-10-15,Income,Other Income,"Marina Silva, Minister for the Environment and Climate Change - Brazil","Marina Silva, Minister for the Environment and Climate Change - Brazil","Book ""Amazonio""","Book ""Amazonio"" by Sebastian Salgado. Gift given by Marina Silva, Minister for the Environment and Climate Change - Brazil"
4475b5d9-700d-45da-844f-b5fee7938808,Chris Bowen,Australian Labor Party,McMahon,2024-12-05,Unknown,Other,"Murat Kurum, Minister of Environment and Urban Planning of Turkiye","Murat Kurum, Minister of Environment and Urban Planning of Turkiye",Ceramic plate and Turkish Tea Set,"Ceramic plate and Turkish Tea Set from Murat Kurum, Minister of Environment and Urban Planning of Turkiye."
6ee2ebda-9406-4fc5-b918-5e9c427f70a5,Colin Einar Boyce,Liberal National Party,Flynn,2022-08-18,Unknown,Other,"Taroom, QLD","Taroom, QLD",Farm in Taroom,Cattle grazing (joint tenants)
40048e83-c03d-4249-8ca7-5b93fde6592b,Colin Einar Boyce,Liberal National Party,Flynn,2022-08-18,Unknown,Other,"Taroom, QLD","Taroom, QLD",Cattle Grazing,Cattle grazing (tenants in common)
7f5ae914-a8fc-48b1-9988-46dc6ce6facb,Colin Einar Boyce,Liberal National Party,Flynn,2022-08-18,Unknown,Other,"Taroom, QLD","Taroom, QLD",Cattle Grazing,Cattle grazing (joint tenants)
aaaf0a6c-ba61-47d1-b1ac-eeedec2b23ef,Colin Einar Boyce,Liberal National Party,Flynn,2022-08-18,Unknown,Other,"Taroom, QLD","Taroom, QLD",Cattle Grazing,Cattle grazing (leasehold)
8661b994-9541-4e72-9f32-001e7feb63f8,Colin Einar Boyce,Liberal National Party,Flynn,2022-08-18,Unknown,Other,"Wandoan, QLD","Wandoan, QLD",Cattle Grazing,Cattle grazing (leasehold)
df7dba8c-eb0f-4591-b012-929deb8dcff6,Scott Buchholz,Liberal National Party,Wright,2022-08-26,Asset,Real Estate,"DUGANDAN, QLD","DUGANDAN, QLD",Residential House in DUGANDAN,"Residential property in DUGANDAN, QLD"
83012a5b-d274-436d-961c-d277e6dce714,Scott Buchholz,Liberal National Party,Wright,2022-08-26,Asset,Real Estate,"BARTON, ACT","BARTON, ACT",Residential House in BARTON,"Second Residential property in BARTON, ACT"
054bb257-69c2-4fd1-8c2e-306291c07df5,Scott Buchholz,Liberal National Party,Wright,2022-08-26,Asset,Real Estate,"BLACKWATER, QLD","BLACKWATER, QLD",Investment Property in BLACKWATER,"Investment property in BLACKWATER, QLD"
3ebd2f3c-1832-453d-ba1b-a50f3109a232,Scott Buchholz,Liberal National Party,Wright,2022-08-26,Asset,Real Estate,"BLACKWATER, QLD","BLACKWATER, QLD",Investment Property in BLACKWATER,"Investment property in BLACKWATER, QLD"
7658f31e-52b4-4190-8d02-64eecc6f3e12,Scott Buchholz,Liberal National Party,Wright,2022-08-26,Asset,Real Estate,"WOOLLOONGABBA, QLD","WOOLLOONGABBA, QLD",Investment Property in WOOLLOONGABBA,"Joint Investment property in WOOLLOONGABBA, QLD"
c9a1cef1-ddaf-47f8-b8eb-b1f5414750cb,Scott Buchholz,Liberal National Party,Wright,2022-08-26,Asset,Real Estate,"WOOLLOONGABBA, QLD","WOOLLOONGABBA, QLD",Investment Property in WOOLLOONGABBA,"Joint Investment property in WOOLLOONGABBA, QLD"
b1fcc1ea-d33e-408b-8025-1cfaa90f3623,Scott Buchholz,Liberal National Party,Wright,2022-09-23,Unknown,Other,Australian Subscription Television and Radio Association,Australian Subscription Television and Radio Association,Electorate Office Television Subscription,SELF: Subscription television service for Electorate Office - Australian Subscription Television and Radio Association
5069b070-eaa2-4bbc-abbb-19850e182ccd,Scott Buchholz,Liberal National Party,Wright,2022-09-23,Asset,Real Estate,Australia/Israel & Jewish Affairs Council,Australia/Israel & Jewish Affairs Council (AIJAC),Sponsored Travel to Israel,"SELF: Sponsored travel to Israel including airfares, accommodation and hospitality - Australia/Israel & Jewish Affairs Council"
1624ff71-36c4-4af0-a477-85d468e5a55c,Scott Buchholz,Liberal National Party,Wright,2022-12-16,Travel,Other Travel,Taipei Economic and Cultural Office in Australia,Taipei Economic and Cultural Office,Sponsored travel to Taiwan,"Sponsored travel to Taiwan including airfares, accommodation, meals and incidentals provided by the Taipei Economic and Cultural Office in Australia."
ae6c38d0-1f7f-4cf6-87f7-ab0a3ee091a7,Scott Buchholz,Liberal National Party,Wright,2024-02-07,Asset,Shares,"BLACKWATER, QLD","BLACKWATER, QLD",Investment in BLACKWATER,"BLACKWATER, QLD Investment."
f5ff148d-956a-47fc-ae11-b5ebf19e6738,Scott Buchholz,Liberal National Party,Wright,2024-05-29,Travel,Other Travel,Taipei Economic and Cultural Office in Australia,Taipei Economic and Cultural Office,Sponsored travel to Taiwan for Presidential Inauguration,"Sponsored travel to Taiwan as part of a bipartisan delegation for the Presidential Inauguration, including airfares, accommodation, meals and incidentals provided by the Taipei Economic and Cultural Office in Australia."
a69dae38-5adf-4f3b-b51d-724e7fcf1359,Tony Burke,Australian Labor Party,Watson,2022-08-23,Membership,Professional,Qantas and Virgin,"Qantas, Virgin",Qantas and Virgin Membership lounges,Qantas and Virgin Membership lounges
477dc267-9eed-489e-a5b5-cdd2f29f6911,Tony Burke,Australian Labor Party,Watson,2022-08-23,Travel,Other Travel,Rugby Leagues/Minister for the Arts,Rugby Leagues/Minister for the Arts,Rugby Leagues games tickets and arts performances tickets,"Selected Rugby Leagues games Canterbury Bulldogs. Selected performances, festival and exhibitions in my capacity as Minister for the Arts"
a12611b5-7ecc-4118-8bdd-cd1f68fc4c89,Tony Burke,Australian Labor Party,Watson,2022-08-23,Membership,Other Membership,"ALP, Shop Distributive and Allied Employees Association, Lakemba Bowling Club Benevolent Society and Local Registered Clubs","ALP, Shop Distributive and Allied Employees Association, Lakemba Bowling Club Benevolent Society and Local Registered Clubs",ALP Membership,"ALP, Shop Distributive and Allied Employees Association, Lakemba Bowling Club Benevolent Society and Local Registered Clubs"
ebecefb2-9c2f-4c99-a98f-5f51af3214f5,Tony Burke,Australian Labor Party,Watson,2022-08-23,Membership,Other Membership,"ALP, United Services Union",United Services Union,ALP Membership,"ALP, United Services Union"
ef87635f-579e-435a-aada-22f16bed9868,Matt Burnell,Australian Labor Party,Spence,2022-08-17,Membership,Other Membership,Transport Workers' Union of Australia SA/NT Branch Membership,Transport Workers' Union of Australia SA/NT Branch Membership,Transport Workers' Union Membership,N/A
c5a9a835-0393-4cd1-8794-b25b786ccc4c,Matt Burnell,Australian Labor Party,Spence,2023-05-04,Unknown,Other,"Gawler Agricultural, Horticultural & Floricultural Society Inc","Gawler Agricultural, Horticultural & Floricultural Society Inc",Patronage,Patron
6c91cceb-cf0a-4e12-b3d0-82c2e0df70c4,Matt Burnell,Australian Labor Party,Spence,2024-04-19,Unknown,Other,"Shop, Distributive & Allied Employees' Association (SA/NT Branch)","Shop, Distributive & Allied Employees' Association (SA/NT Branch)",Union Membership,N/A
e2a13121-a11b-4dcf-a7a2-6ee423092bce,Linda Burney,Australian Labor Party,Barton,2023-06-27,Unknown,Other,Ngirramanujuwal - The Art and Country of Jimmy Pike,Ngirramanujuwal - The Art and Country of Jimmy Pike,Ngirramanujuwal Book,5 June - received Ngirramanujuwal - The Art and Country of Jimmy Pike from AIATSIS at the AIATSIS Summit valued at $44.95.
6e7cbd50-c024-44b7-b81c-7f6d557c7057,Josh Burns,Australian Labor Party,Macnamara,2023-01-27,Travel,Other Travel,"Save the Children, the Global Fund and Gavi","Save the Children, the Global Fund and Gavi",Trip to Papua New Guinea,"Trip to Papua New Guinea with Save the Children, the Global Fund and Gavi. Sunday 15 January to Friday 20 January."
972b4ec7-e7d6-46f2-a7e8-3f5c67bb520e,Mark Butler,Australian Labor Party,Hindmarsh,2022-05-21,Asset,Other Asset,"Westpac, ING and HSBC (UK)","Westpac, ING and HSBC (UK)",Savings Accounts,Savings accounts (Spouse/partner)
fd5af5fc-2a97-4a94-85b6-782c195c6d47,Mark Butler,Australian Labor Party,Hindmarsh,2022-05-21,Asset,Other Asset,Australian Super and PSS,Australian Super,Superannuation Accounts,Superannuation accounts with Australian Super and PSS (Spouse/partner)
42bb3bd7-09e4-4cba-b102-a1d4b9ac549f,Mark Butler,Australian Labor Party,Hindmarsh,2022-05-21,Membership,Professional,Qantas and Virgin,"Qantas, Virgin",Airport Lounge Memberships,Airport lounge membership from Qantas and Virgin
19af9c1d-e6a6-4e9f-bae8-4f905688748b,Mark Butler,Australian Labor Party,Hindmarsh,2022-05-21,Membership,Professional,Qantas and Virgin,"Qantas, Virgin",Airport Lounge Memberships,Airport lounge membership from Qantas and Virgin (Spouse/partner)
dc327a58-0466-4f20-8c98-a0eb88ae3cc7,Alison Byrnes,Australian Labor Party,Cunningham,2023-05-29,Asset,Other Asset,"Perpetual, MLC, Vanguard","Perpetual, MLC, Vanguard",Investment Units,Units in Perpetual Wholesale Ethical SRI Fund; Units in Wholesale Horizon 5 - Growth Portfolio'; Units in MLC Wholesale Australian Share Index Fund Units in MLC Wholesale Inflation Plus - Moderate Portfolio Units in Vanguard International Shares Index Fund (Hedged
f1d8c169-ec7b-4c06-9fc1-6ad535b5570b,Alison Byrnes,Australian Labor Party,Cunningham,2023-09-25,Travel,Other Travel,Danish Embassy Canberra and the Ministry of Foreign Affairs of Denmark,Danish Embassy Canberra and the Ministry of Foreign Affairs of Denmark,Delegation to study offshore wind industry in Denmark,"Participated in a delegation to study the offshore wind industry in Denmark, facilitated by the Danish Embassy Canberra and the Ministry of Foreign Affairs of Denmark. Travel and hospitality included: one domestic economy flight from Copenhagen to Aarhus, a total of six nights' accommodation in Copenhagen, Aarhus and Esbjerg, road transport (bus) and some meals. Flights between Australia, UK, Denmark and accommodation in the UK were completely self-funded."
68c82812-689a-4d1b-ad46-56631bbae923,Cameron Caldwell,Liberal National Party,Fadden,2023-08-09,Asset,Real Estate,"Hollywell, Queensland","Hollywell, Queensland",Residential House in Hollywell,Residential
1a4bae36-551e-4394-94f0-f661484d42bd,Cameron Caldwell,Liberal National Party,Fadden,2023-08-09,Asset,Real Estate,"Coombabah, Queensland","Coombabah, Queensland",Investment Property in Coombabah,Residential Investment
14f08feb-cd59-4eba-bf3e-da91d787a411,Jim Chalmers,Australian Labor Party,Rankin,2022-08-23,Travel,Other Travel,"Australian Rugby League Commission, National Rugby League",Australian Rugby League Commission and National Rugby League,State of Origin Match ticket,"Game 1 State of Origin Match (NSW v QLD) at Accor Stadium, Sydney hosted by Peter V'landys AM and Andrew Abdo (x1 ticket) on Wednesday 08 June 2022"
0d300173-4663-45fc-b4ef-b11a185d80a7,Jim Chalmers,Australian Labor Party,Rankin,2022-08-23,Travel,Other Travel,Royal National Agricultural and Industrial Association of Queensland,Royal National Agricultural and Industrial Association of Queensland,EKKA VIP tickets,"VIP tickets (x2) for the 2 week period of the EKKA from Brendan Christou (Chief Executive Officer, Royal National Agricultural and Industrial Association of Queensland) on 20 July 2022 (not used)"
b7da6c77-5b69-45bf-83e6-87f6952ff816,Jim Chalmers,Australian Labor Party,Rankin,2023-03-08,Asset,Shares,Westpac and NRL,Westpac and NRL,QLD Reds and Indigenous all stars jerseys,QLD Reds and Indigenous all stars jerseys from Westpac and NRL on Wednesday 08 March 2023
1433e8ce-68c6-40e3-801b-247877344f2d,Jim Chalmers,Australian Labor Party,Rankin,2023-03-08,Asset,Shares,"Peter King (Westpac), Andrew Abdo (NRL)","Peter King (Westpac), Andrew Abdo (NRL)","Official NRL Match Ball, Notebook and Signed Jersey","Official Westpac branded NRL match ball, NRL A5 notebook and an Indigenous All Star Mens Jersey (signed) gifted from Peter King (Chief Executive Officer, Westpac) and Andrew Abdo (Chief Executive Officer, NRL) on Wednesday 08 March 2023"
ce6c74ef-400b-40fb-b761-b3292cd5f8a2,Jim Chalmers,Australian Labor Party,Rankin,2023-10-20,Travel,Other Travel,Australian Rugby League Commission and National Rugby League,Australian Rugby League Commission and National Rugby League,NRL Match - Brisbane Broncos vs Warrior ticket in Hirer's Suite,NRL Match - Brisbane Broncos vs Warrior hosted by Australian Rugby League Commission and National Rugby League (x1 ticket in Hirer's Suite) on Saturday 23 September 2023
c5e79c86-7baa-4a7e-a621-78f89852289d,Jim Chalmers,Australian Labor Party,Rankin,2024-08-09,Travel,Other Travel,Australian Rugby League Commission and National Rugby League,Australian Rugby League Commission and National Rugby League,NRL State of Origin Game 3 Ticket,NRL State of Origin Game 3 - Hosted by Australian Rugby League Commission and National Rugby League (x1 ticket in Chairman's Room) on Wednesday 17 July 2024
8201fc2f-0f6f-4648-bf09-03e80c0c1612,Max Chandler-Mather,Australian Greens,Griffith,2023-03-08,Asset,Other Asset,Superannuation and life insurance - Australian Super,Superannuation and life insurance - Australian Super,Superannuation and Life Insurance,Superannuation and life insurance - Australian Super
9d568ace-ecdc-41f9-8d45-6270a5739374,Kate Chaney,Independent,Curtin,2023-08-31,Travel,Other Travel,Australian Government/Yothu Yindi Foundation,Australian Government/Yothu Yindi Foundation,Garma Festival Entry/Attendance,Garma Festival entry/attendance from Australian Government/Yothu Yindi Foundation
16738a74-66ff-4856-be6c-2c21743af9be,Andrew Charlton,Australian Labor Party,Parramatta,2022-08-23,Liability,Credit,"CBA, ANZ","CBA, ANZ",Credit Cards & Facilities,Credit cards & facilities
5a9a361d-7928-4555-b948-e2d27df208bd,Andrew Charlton,Australian Labor Party,Parramatta,2022-08-23,Asset,Other Asset,"CBA, ANZ, Credit Suisse","CBA, ANZ, Credit Suisse",Savings Account,Savings account
758859fe-6644-48fb-8ab2-570cc5dbbc6d,Andrew Charlton,Australian Labor Party,Parramatta,2022-08-22,Membership,Professional,"Qantas, The Club, Virgin",Virgin Club & Qantas,Qantas/Virgin Lounge Access,"Qantas Chairman's Lounge, The Club, Virgin"
4e29665b-b898-4cde-96d3-f5fe1017e01c,Andrew Charlton,Australian Labor Party,Parramatta,2022-10-11,Gift,Entertainment,"Parramatta Eels, Spirits and Cocktails Australia, Western Sydney Wanderers","Parramatta Eels, Spirits and Cocktails Australia, Western Sydney Wanderers",Grand Final tickets,"Grand Final tickets from Parramatta Eels and Spirits and Cocktails Australia, Western Sydney Wanderers Tickets from WSW"
101cdafb-2ef1-4dcc-a6a8-030b037f3ee1,Sharon Claydon,Australian Labor Party,Newcastle,2023-09-28,Travel,Other Travel,Danish Embassy Canberra and the Ministry of Foreign Affairs of Denmark,Danish Embassy Canberra and the Ministry of Foreign Affairs of Denmark,Offshore Wind Industry Delegation,"1) Participated in a delegation to study the offshore wind industry in Demark beginning 27 August 2023, facilitated by the Danish Embassy Canberra and the Ministry of Foreign Affairs of Denmark. Travel and hospitality included: one domestic economy flight Copenhagen to Aarhus, a total of six nights' accommodation in Copenhagen, Aarhus and Esbjerg, including some on-ground transport and meals."
8e032ebb-c616-4fb5-9489-985c15e75b23,Julie Collins,Australian Labor Party,Franklin,2022-08-19,Asset,Real Estate,Warrane/Mornington Neighbourhood House,Warrane/Mornington Neighbourhood House,Neighbourhood House Membership,Membership
11db32b9-937c-4450-b04b-66c5857e3d28,Mark Coulton,National Party of Australia,Parkes,2022-08-01,Membership,Other Membership,MM and RA Coulton,MM and RA Coulton,Partner Farming,Partner Farming
6c788d71-47a4-4a58-9a51-03e60cff9e6c,Mark Coulton,National Party of Australia,Parkes,2022-08-01,Membership,Other Membership,MM and RA Coulton,MM and RA Coulton,Partner Farming,Partner Farming
b24b0464-0af1-4276-a812-d706543db6f6,Zoe Daniel,Independent,Goldstein,2022-08-09,Asset,Real Estate,"Hampton, Victoria","Hampton, Victoria",Residential House in Hampton,Residential
38d409d0-7ed0-421a-a9e0-8bb3ffddfc5c,Zoe Daniel,Independent,Goldstein,2022-08-09,Asset,Real Estate,"Separation Creek, Victoria","Separation Creek, Victoria",Vacation Home in Separation Creek,Holiday house
4d176540-68e7-49a6-8dfb-c10494396ecf,Zoe Daniel,Independent,Goldstein,2022-11-14,Gift,Hospitality,"The Shop, Distributive and Allied Employees' Association","The Shop, Distributive and Allied Employees' Association","Dinner hosted by the Shop, Distributive and Allied Employees' Association","Dinner hosted by the Shop, Distributive and Allied Employees' Association"
